D4A1J6	UniRef90_D4A1J6
F1RIF3	UniRef90_F1RIF3
Q60855	UniRef90_Q60855
A0A287AVV2	UniRef90_A0A0D9RMH0
E9PNA0	UniRef90_B7Z7G4
D3ZKQ0	UniRef90_D3ZKQ0
F1S001	UniRef90_F1S001
B4DEP1	UniRef90_B4DEP1
A0A075B728	UniRef90_G3R7C1
A0A0J9YXM3	UniRef90_A0A0J9YXM3
Q9Y6M9	UniRef90_Q9Y6M9
Q61160	UniRef90_Q61160
F1SDI6	UniRef90_A0A480L6F1
Q99J45	UniRef90_Q99J45
A2AS98	UniRef90_A0A3Q2UHS2
A0A287BMX7	UniRef90_A0A287BMX7
P57722	UniRef90_P57722
F1S227	UniRef90_F1S227
P61769	UniRef90_P61769
A0A286ZYL7	UniRef90_G1L969
Q3SWS8	UniRef90_Q3SWS8
F6PSJ3	UniRef90_F6PSJ3
O95487	UniRef90_O95487
Q61171	UniRef90_Q61171
Q498U6	UniRef90_Q498U6
H0YAS8	UniRef90_H0YAS8
I3LFE8	UniRef90_A0A287AYH4
E9PFR3	UniRef90_E9PFR3
Q9DBG9	UniRef90_Q9DBG9
Q14241	UniRef90_Q14241
D4AC65	UniRef90_D4AC65
C9JDI3	UniRef90_A0A674K698
K7ENJ0	UniRef90_A0A2K5RA67
C9J164	UniRef90_C9J164
Q02078	UniRef90_Q02078
F2Z5B6	UniRef90_F2Z5B6
M0R0I5	UniRef90_M0R0I5
Q9DC07	UniRef90_Q9DC07
E9QL80	UniRef90_E9QL80
Q9CRB9	UniRef90_Q9CRB9
D6RGV5	UniRef90_D6RGV5
A0A287ADB5	UniRef90_A0A4X1T7L3
A0A287BLJ2	UniRef90_M3VUU6
Q9BZ29	UniRef90_Q9BZ29
F1RTY6	UniRef90_P26882
Q9HD42	UniRef90_Q9HD42
P61758	UniRef90_P61758
P51885	UniRef90_P51885
P52504	UniRef90_P52504
D6R9P3	UniRef90_G3R7R0
A0A288CFZ8	UniRef90_A0A4X1V2Y3
Q6IUU3	UniRef90_Q6IUU3
F1RMR6	UniRef90_A0A286XFI2
C9JJK5	UniRef90_C9JJK5
A5GHK3	UniRef90_Q2TBR6
Q8C5Q4	UniRef90_Q8C5Q4
Q5U2X0	UniRef90_Q5U2X0
J3QT87	UniRef90_J3QT87
D3ZQ74	UniRef90_Q63321
F7EY92	UniRef90_F7EY92
F1S567	UniRef90_F1S567
H0YKE7	UniRef90_H0YKE7
A0A5G2QHZ3	UniRef90_A0A4X1VYD5
A0A087WW43	UniRef90_A0A087WW43
Q8C6G8	UniRef90_Q8C6G8
D6RDI2	UniRef90_D6RDI2
F1RJ12	UniRef90_F1PMQ5
Q9Y2R9	UniRef90_Q9Y2R9
P21397	UniRef90_P21397
F1LXQ1	UniRef90_F1LXQ1
F1S331	UniRef90_A0A2I3HT34
P11021	UniRef90_P11021
F1SB86	UniRef90_A0A4X1VBZ9
Q5QNZ2	UniRef90_Q5QNZ2
F1S562	UniRef90_F1S562
F7EZ89	UniRef90_F7EZ89
P05362	UniRef90_P05362
D3ZBC7	UniRef90_D3ZBC7
F1SN68	UniRef90_F1SN68
Q921I9	UniRef90_Q921I9
P07333	UniRef90_P07333
D4ADT5	UniRef90_D4ADT5
Q6RVA9	UniRef90_Q6RVA9
Q14699	UniRef90_Q14699
Q9NW15	UniRef90_Q9NW15
Q8IWB7	UniRef90_Q8IWB7
Q9CWI3	UniRef90_Q9CWI3
Q6PI48	UniRef90_Q6PI48
F1SMC0	UniRef90_W5QG17
V9GYZ0	UniRef90_V9GYZ0
Q9NZU5	UniRef90_Q9NZU5
H3BP13	UniRef90_H3BP13
F1SS71	UniRef90_G3RAZ3
D3ZHI9	UniRef90_D3ZHI9
Q9CXR1	UniRef90_Q9CXR1
Q9H3P7	UniRef90_Q9H3P7
Q91V61	UniRef90_Q91V61
A0A182DWI3	UniRef90_Q16881-6
A0A1B0GUY0	UniRef90_A0A1B0GUY0
Q9BVL4	UniRef90_Q9BVL4
F2Z5D2	UniRef90_A0A8D1QE84
C9K0S6	UniRef90_A0A7N9C706
A0A5G2R3C7	UniRef90_A0A4X1TCA2
Q9Y3B7	UniRef90_Q9Y3B7
O88796	UniRef90_O88796
D4A567	UniRef90_D4A567
Q45QJ4	UniRef90_Q99JE6
M0QYN9	UniRef90_A0A2K6NEB5
D3ZQY4	UniRef90_D3ZQY4
P11169	UniRef90_P11169
F8WI30	UniRef90_Q9CY18
P0C1X8	UniRef90_P0C1X8
A0A5G2R7U1	UniRef90_A0A4X1V3N0
Q9Z321	UniRef90_Q9Z321
Q9BZQ8	UniRef90_Q9BZQ8
Q5FW52	UniRef90_Q5FW52
F1RVG6	UniRef90_F1RVG6
A0A5G2R1N1	UniRef90_A0A452UCJ0
F1SFI6	UniRef90_A0A4X1UFW7
F1SBT6	UniRef90_A0A4W2D485
F5GY55	UniRef90_H9GPM9
K7ES89	UniRef90_K7ES89
D4A4R1	UniRef90_D4A4R1
F8VVM2	UniRef90_F8VVM2
C9JDL2	UniRef90_C9JDL2
F1S062	UniRef90_F1S062
F1SCR9	UniRef90_F1SCR9
P21571	UniRef90_P21571
Q4V8I5	UniRef90_Q4V8I5
E9PIF1	UniRef90_E9PIF1
I3L6F0	UniRef90_I3L6F0
A0A286YFA2	UniRef90_A0A286YFA2
Q91VH2	UniRef90_Q91VH2
I3L1Y8	UniRef90_I3L1Y8
G3V5S1	UniRef90_A0A2I3G0P8
Q9CQV5	UniRef90_Q9CQV5
Q61823	UniRef90_Q61823
F1SBL0	UniRef90_A0A4X1USX7
F6QA36	UniRef90_A0A2K6TU91
P35268	UniRef90_P35268
E9QNG1	UniRef90_E9QNG1
P20112	UniRef90_P20112
O00592	UniRef90_O00592
F1RM07	UniRef90_P83509
F8WBB2	UniRef90_F8WBB2
A0A5G2QV42	UniRef90_A0A8D1UXN9
H0YKW6	UniRef90_A0A2I3H675
O43765	UniRef90_O43765
J3KR88	UniRef90_J3KR88
B7WNN4	UniRef90_A0A2I3T028
F1RYS1	UniRef90_A0A4X1STH0
Q9WVA3	UniRef90_Q9WVA3
Q2VTP6	UniRef90_A0A8D1ECW1
A0A287A7F6	UniRef90_A0A6J2ANN2
D6RF87	UniRef90_D6RF87
M0RBJ7	UniRef90_M0RBJ7
D3ZY86	UniRef90_D3ZY86
F1RNB8	UniRef90_A0A5G2R924
Q5U2Z4	UniRef90_Q5U2Z4
I3LH24	UniRef90_F5H7K1
F1RL77	UniRef90_A0A4X1TA18
F8VYE8	UniRef90_A0A5G2RCE9
D6RBD0	UniRef90_D6RBD0
P97541	UniRef90_P97541
F1SBE5	UniRef90_F1SBE5
F1SGT3	UniRef90_P22439
O00567	UniRef90_O00567
F1S4D5	UniRef90_A0A4X1UBK2
E7EPW4	UniRef90_G7NWF7
E5RIP1	UniRef90_E5RIP1
Q8TCE6	UniRef90_Q8TCE6
Q9Y4P8	UniRef90_Q9Y4P8
A2A8U2	UniRef90_A2A8U2
I3LHZ3	UniRef90_I3LHZ3
F1RFG9	UniRef90_A0A286ZQL9
F1SJT9	UniRef90_A0A452S136
F1RI15	UniRef90_M3YFX2
Q5TCZ1	UniRef90_Q5TCZ1
D4A5A6	UniRef90_D4A5A6
K7ESF5	UniRef90_K7ESF5
F1RGT2	UniRef90_A0A4X1U8I9
P24268	UniRef90_P24268
F2Z5J3	UniRef90_A0A452E9X8
I3LTY2	UniRef90_I3LTY2
G5E8N7	UniRef90_Q9JLV6
O95782	UniRef90_O95782
Q0D2L6	UniRef90_Q0D2L6
Q6GU68	UniRef90_Q6GU68
Q9H477	UniRef90_Q9H477
Q9ES03	UniRef90_Q9ES03
Q15119	UniRef90_Q15119
A0A2R8Y4K2	UniRef90_A0A2R8Y4K2
A6NNS2	UniRef90_A6NNS2
F1S836	UniRef90_G5E7F1
A0A5G2R3C0	UniRef90_A0A4X1T1A9
P36968	UniRef90_P36968
F1S9K3	UniRef90_A0A4X1TP94
F1SIT4	UniRef90_A0A2Y9NWS3
P02730	UniRef90_P02730
M0R042	UniRef90_M0R042
H0YLH9	UniRef90_O62674
B4DP72	UniRef90_H2NIW0
Q8BHC0	UniRef90_Q8BHC0
A2AJI0	UniRef90_A2AJI0
E5RID5	UniRef90_A0A2I3H8D4
F1SKY2	UniRef90_M3YJ53
F1SCZ6	UniRef90_F1SCZ6
D3Z831	UniRef90_Q9Z2L9-6
Q9D2R8	UniRef90_Q9D2R8
D6RAA2	UniRef90_A0A8B6YAQ6
F1M0R2	UniRef90_F1M0R2
I3L9V7	UniRef90_A0A8D1PYP7
I3LK68	UniRef90_A0A481B3L5
E7EV99	UniRef90_E7EV99
Q5TBN3	UniRef90_F7HQU5
E7EV84	UniRef90_E7EV84
D4A6H8	UniRef90_G3U870
P09972	UniRef90_P09972
H0YEH1	UniRef90_H0YEH1
G3UW82	UniRef90_Q076A7
A0A0H2UHP0	UniRef90_H9G4Q0
Q8VEM8,P16036	UniRef90_P16036
P25911	UniRef90_P25911
Q9EPH1	UniRef90_Q9EPH1
Q969V3	UniRef90_Q969V3
A1A5Q0	UniRef90_A1A5Q0
C9J2N0	UniRef90_C9J2N0
G3V1Q4	UniRef90_G3V1Q4
B5MCT8	UniRef90_B5MCT8
H0YJ03	UniRef90_H0YJ03
Q9UL45	UniRef90_Q9UL45
F1RV76	UniRef90_F1RV76
I3LSY9	UniRef90_A0A4X1SM28
Q8CHN6	UniRef90_Q8CHN6
Q16891	UniRef90_Q16891
P61019	UniRef90_P61019
C9JLV5	UniRef90_C9JLV5
D3ZXL5	UniRef90_D3ZXL5
C9JFK9	UniRef90_C9JFK9
O95199	UniRef90_O95199
P24964	UniRef90_P24964
I3LGT4	UniRef90_A0A4X1VB43
P46060	UniRef90_P46060
K7ESA0	UniRef90_K7ESA0
D4A6K4	UniRef90_Q9CW79-2
Q9ERS2	UniRef90_Q9ERS2
F1RSN3	UniRef90_Q75WB5
Q9NP77	UniRef90_Q9NP77
M0R1M6	UniRef90_M0R1M6
O60825	UniRef90_O60825
O76041	UniRef90_O76041
Q9NVA1	UniRef90_Q9NVA1
F1S870	UniRef90_A0A2I2UPI7
F1S8P9	UniRef90_F1S8P9
G3V7P3	UniRef90_G3V7P3
Q9NVV4	UniRef90_Q9NVV4
F1ST79	UniRef90_F1ST79
F8WC71	UniRef90_F8WC71
F6S2S5	UniRef90_F6S2S5
F1ST81	UniRef90_A0A5G2QS00
P19784	UniRef90_P19784
Q8TAG9	UniRef90_Q8TAG9
P70297	UniRef90_P70297
Q9BUP0	UniRef90_Q9BUP0
K7ER56	UniRef90_K7ER56
M0RE03	UniRef90_M0RE03
I3LLW3	UniRef90_A0A4X1W432
F1SMW5	UniRef90_G1T6U1
Q9UKY7	UniRef90_Q9UKY7
A0A0R4J2C1	UniRef90_Q9QXJ1
A0A087WTI3	UniRef90_H2RB44
H0YKT8	UniRef90_Q6P071
Q5JTJ3	UniRef90_Q5JTJ3
Q86V48	UniRef90_Q86V48
F1SNM7	UniRef90_Q2TA45
Q9CZ04	UniRef90_Q9CZ04
F1SMT0	UniRef90_A0A4X1U462
O95810	UniRef90_O95810
C9JQ45	UniRef90_C9JQ45
A0A0D9SFL5	UniRef90_A0A5F9ZI06
G3V380	UniRef90_G3V380
D3ZT51	UniRef90_D3ZT51
Q5QPQ1	UniRef90_F7CKN2
I3LKJ6	UniRef90_A0A5G2Q6N1
F5H0C8	UniRef90_F5H0C8
O60907	UniRef90_O60907
E9PNM7	UniRef90_E9PNM7
K7GQP1	UniRef90_A0A4X1SHN4
V9GZ37	UniRef90_V9GZ37
H0Y7E8	UniRef90_Q5JWF2-3
F1RJ44	UniRef90_A0A1U7TM37
A0A5K1TV98	UniRef90_A0A5K1TV98
Q9D394	UniRef90_Q9D394
Q86YB7	UniRef90_Q86YB7
F1RG02	UniRef90_A0A4X1U3C2
A0A5G2QRV6	UniRef90_A0A455ASL9
Q6PEB4	UniRef90_Q6PEB4
P03899	UniRef90_P03899
A0A287A8F2	UniRef90_A0A4X1TD50
A0A5G2Q7T0	UniRef90_A0A8D1AQQ9
I3L3D5	UniRef90_A0A2I2ZWX7
O00423	UniRef90_O00423
D4ABY4	UniRef90_D4ABY4
F1SUE4	UniRef90_Q3ZBN5
M0RB74	UniRef90_M0RB74
Q96BW9	UniRef90_Q96BW9
K7EL96,O60664	UniRef90_O60664
A0JP02,Q9HAU0	UniRef90_Q9HAU0
D3ZD23	UniRef90_Q5ZJX6
F1SB67	UniRef90_F1SB67
A0A096MJA9	UniRef90_A0A096MJA9
P13542	UniRef90_P13542
F1LU48	UniRef90_F1LU48
J3QRI1	UniRef90_J3QRI1
Q923Z2	UniRef90_Q923Z2
A0A5G2QBB0	UniRef90_A0A480QGU4
P45381	UniRef90_P45381
H7BZJ3	UniRef90_H7BZJ3
F5GX50	UniRef90_F5GX50
A0A2C9F3C5	UniRef90_E2R8M6
I3L4Z9	UniRef90_I3L4Z9
I3LB08	UniRef90_A0A4X1WAY2
Q3HM38	UniRef90_Q3HM38
F1M403	UniRef90_F1M403
P16278	UniRef90_P16278
K7ENU8	UniRef90_K7ENU8
F1SU27	UniRef90_A0A5G2Q9Q7
Q9NYL2,Q9ESL4	UniRef90_Q9NYL2
Q29549	UniRef90_Q29549
I3LIC2	UniRef90_A0A4X1SLI9
H3BT29	UniRef90_H3BT29
F1S814	UniRef90_F1S814
I3LUB3	UniRef90_A0A6P7QW23
H7BX08	UniRef90_Q8C1B1
Q9H9E3	UniRef90_Q9H9E3
H0YJX2	UniRef90_H0YJX2
H3BTL2	UniRef90_H3BTL2
Q6PIK3	UniRef90_Q6PIK3
O35217	UniRef90_O35217
P26453	UniRef90_P26453
E9PS17	UniRef90_E9PS17
A0A286ZYQ4	UniRef90_A0A4X1SFA8
J3KN67	UniRef90_J3KN67
Q5BLZ2	UniRef90_Q5BLZ2
M0R5A9	UniRef90_M0R5A9
Q9QYY8	UniRef90_Q9QYY8
A0A480PPD4	UniRef90_A0A8D1GIQ2
E7EI20	UniRef90_A0A452RQN4
E9PIZ5	UniRef90_E9PIZ5
J3KP15	UniRef90_A0A8C9D2L0
F1RGQ5	UniRef90_P62253
F1SPP8	UniRef90_F1SPP8
I3L9K5	UniRef90_A0A4X1UU92
O19113	UniRef90_O19113
Q8TCZ2	UniRef90_Q8TCZ2
Q6PEC3	UniRef90_Q6PEC3
F6S7Q7	UniRef90_F6S7Q7
Q60790	UniRef90_Q60790
F1SFE6	UniRef90_A0A7J8AQJ2
I3LB94	UniRef90_A0A8D1RPW6
C9JJE5	UniRef90_H0XC28
Q9WTL7	UniRef90_Q9WTL7
Q92733	UniRef90_Q92733
E9PQY3	UniRef90_Q5NVF6
E9PTU4	UniRef90_P35748
I3LG15	UniRef90_P47843
E9PS00	UniRef90_G3R9K5
K7EL66	UniRef90_K7EL66
F1RGT0	UniRef90_A4IF87
A0A0J9YW31	UniRef90_A0A0J9YW31
P54709	UniRef90_P54709
Q96A35	UniRef90_Q96A35
I3LPL0	UniRef90_Q6DKP5
A0A087WTV6	UniRef90_A0A087WTV6
F1RKX4	UniRef90_A0A286XFB1
H7C1Q3	UniRef90_H7C1Q3
Q3U2G2	UniRef90_E2RT63
K7ENB4	UniRef90_K7ENB4
B4DV12	UniRef90_B4DV12
H0Y561	UniRef90_H0Y561
Q7TQ48	UniRef90_Q7TQ48
F1SQ14	UniRef90_F1SQ14
Q08122	UniRef90_Q08122
F1SQA3	UniRef90_A0A8D0QDG4
O70439	UniRef90_O70439
Q60876,Q62622	UniRef90_Q62622
O14548	UniRef90_O14548
H0Y5B0	UniRef90_H0Y5B0
A0A0G2KAW4	UniRef90_A0A0G2KAW4
H7C3I1	UniRef90_H7C3I1
F1LQ00	UniRef90_F1LQ00
A0A0R4J086	UniRef90_Q8BK62
A0A1B0GWK5	UniRef90_Q9QX75-3
M0R3B8	UniRef90_M0R3B8
G5E9P5	UniRef90_G5E9P5
D4AEL2	UniRef90_D4AEL2
A0A5G2QU52	UniRef90_A0A4X1T173
F1LQQ7	UniRef90_P97706
F1RVZ1	UniRef90_A0A2Y9EDN3
D3GGC9	UniRef90_A0A5F4DF13
D4ACD3	UniRef90_D4ACD3
O43920	UniRef90_O43920
Q5U3Y2	UniRef90_Q5U3Y2
G3V662	UniRef90_P49791
Q9QZE5	UniRef90_Q9QZE5
F1SUC9	UniRef90_A0A2I2U2Z1
D3ZBL6	UniRef90_D3ZBL6
G3V195	UniRef90_G3V195
O00754	UniRef90_O00754
I3LR80	UniRef90_A0A4X1UCR9
A6PVI2	UniRef90_A6PVI2
H0YID5	UniRef90_H0YID5
Q6IRK8	UniRef90_Q6IRK8
Q92890	UniRef90_Q92890
Q9Y6C9	UniRef90_Q9Y6C9
Q5RL57	UniRef90_Q5RL57
P04917	UniRef90_P04917
Q5XI26	UniRef90_Q5XI26
F5H479	UniRef90_F5H479
Q8NC56	UniRef90_Q8NC56
H0YEY4	UniRef90_H0YEY4
A0A096MJB5	UniRef90_A0A096MJB5
P07724	UniRef90_P07724
A0A0C4DFT3	UniRef90_A0A0C4DFT3
K7GS49	UniRef90_G1RHX7
D3ZFF4	UniRef90_D3ZFF4
D3DSM0	UniRef90_A0A2I3TPM4
F1RK48	UniRef90_F1RK48
F1SRQ0	UniRef90_A0A4X1V766
H0YEN5	UniRef90_A0A4W2H9Y5
Q9P0J1	UniRef90_Q9P0J1
F1RIX8	UniRef90_A0A2Y9TA66
Q9NRW7	UniRef90_Q9NRW7
P30405	UniRef90_P30405
F1RG40	UniRef90_A0A4X1U7F6
Q86TP1	UniRef90_Q86TP1
D0G6X8	UniRef90_Q29548
J3QSB7	UniRef90_J3QSB7
A0A5G2QW32	UniRef90_A0A5G2QW32
F1SGD7	UniRef90_A0A7E6D5P8
P70615	UniRef90_P70615
Q8TEX9	UniRef90_Q8TEX9
F1RNW4	UniRef90_A0A4X1TRC5
I3L614	UniRef90_A0A2I3H9J2
H0YEL7	UniRef90_H0YEL7
I3LL23	UniRef90_E2R5C9
F1RV35	UniRef90_A0A4X1SKS7
A0A480LAI1	UniRef90_Q99KG3-3
O43823	UniRef90_O43823
F1S9W3	UniRef90_A0A4X1UVG1
P55327	UniRef90_P55327
R4GNH9	UniRef90_A0A4W2E3Q6
Q9CQZ5	UniRef90_Q9CQZ5
Q9JKF7	UniRef90_Q9JKF7
P17047	UniRef90_P17047
Q9UNW1	UniRef90_Q9UNW1
B2DCZ7	UniRef90_B2DCZ7
F1RRT2	UniRef90_F1RRT2
Q04970	UniRef90_Q04970
F1RX85	UniRef90_F1RX85
Q5JR95	UniRef90_Q5JR95
I3LJZ5	UniRef90_Q5RAD5
O75427	UniRef90_O75427
A0A5G2QB28	UniRef90_A0A8D1CP28
A0A5G2REY8	UniRef90_P23004
O75886	UniRef90_O75886
Q8VE73	UniRef90_Q8VE73
F2Z5I5	UniRef90_A0A2R8Y4H0
I3LGA2	UniRef90_Q08DW9
B1AQP8	UniRef90_A0A6D2X564
F1SUP2	UniRef90_A0A7J7WAL2
I3LJB6	UniRef90_A0A4X1T9M4
F5H6P7	UniRef90_F5H6P7
F1RIP4	UniRef90_F1RIP4
P62046	UniRef90_P62046
A0A0B4J226	UniRef90_A0A0B4J226
A0A286ZXE4	UniRef90_K7GM11
A0A096MKD4	UniRef90_Q9JKS4-2
G3V3K9	UniRef90_G3V3K9
D4ACF2	UniRef90_D4ACF2
S4R1P5	UniRef90_S4R1P5
P49247	UniRef90_P49247
B7Z7P8	UniRef90_P62498
Q04637	UniRef90_Q04637
H9KVE3	UniRef90_Q62671
D3ZYR0	UniRef90_Q8R4H2
Q14257	UniRef90_Q14257
A0A5G2QX13	UniRef90_A0A8D0V1G5
P09601,B1AHA8	UniRef90_P09601
Q4VBE4	UniRef90_Q4VBE4
Q6AXN2	UniRef90_O35568
A0A5S6GAV2	UniRef90_Q6ITT4
G3V7Q4	UniRef90_G3V7Q4
G3V7V3	UniRef90_G3V7V3
A0A096LP25	UniRef90_A0A096LP25
I3LFV4	UniRef90_I3LFV4
A0A1W2PQD4	UniRef90_A0A1W2PQD4
H0Y875	UniRef90_H0Y875
O14737	UniRef90_O14737
C9J2Y4	UniRef90_C9J2Y4
Q6QD59	UniRef90_Q6QD59
A0A0G2K1N8	UniRef90_A0A0G2K1N8
G3XAN0	UniRef90_G1NET0
Q5FVJ0	UniRef90_Q5FVJ0
F8WD80	UniRef90_A0A2K5HRJ6
D3ZB81	UniRef90_D3ZB81
Q99848	UniRef90_Q99848
A0A0D9SFW3	UniRef90_A0A0D9SFW3
F1SU66	UniRef90_A0A4X1VWC7
Q8IWU2	UniRef90_Q8IWU2
F8WEI7	UniRef90_F8WEI7
P84309,G3V9G1	UniRef90_P84309
Q8CJ53	UniRef90_Q8CJ53
A0A2R8Y5V9	UniRef90_A0A2R8Y5V9
F1S3U9	UniRef90_A0A8D0JVJ6
C9JVL0	UniRef90_Q13228-4
Q9EST4	UniRef90_Q9EST4
F1RK86	UniRef90_A0A7J8IZ47
Q3TZX8	UniRef90_Q3TZX8
F1S9G9	UniRef90_I3M1M9
C9JNR4	UniRef90_A0A2I0TXN5
F1SND4	UniRef90_Q3SZZ0
A0JN29	UniRef90_A0JN29
F1RPY3	UniRef90_Q08D83
Q9CZL5	UniRef90_Q9CZL5
Q9P287	UniRef90_Q9P287
Q9WTQ2,A0A0G2K2L1	UniRef90_Q9WTQ2
E9PTB2	UniRef90_E9PTB2
F5H3Y3	UniRef90_F5H3Y3
Q8C2Q3	UniRef90_Q8C2Q3
A0A287BHM1	UniRef90_A0A8D1NQQ1
Q6AXW2	UniRef90_Q6AXW2
B1AJQ6	UniRef90_B1AJQ6
Q9NP61	UniRef90_Q9NP61
P52760	UniRef90_P52760
M0RBJ0	UniRef90_M0RBJ0
Q3TEA8	UniRef90_Q3TEA8
Q6TXG8	UniRef90_Q6TXG8
P51784	UniRef90_P51784
Q6Q899	UniRef90_Q6Q899
D3YWX2	UniRef90_D3YWX2
Q16630	UniRef90_Q16630
Q5PQM7	UniRef90_Q5PQM7
Q00059	UniRef90_Q00059
Q5PQZ9	UniRef90_Q5PQZ9
A0A5G2R8A0	UniRef90_A0A5G2R8A0
A0A087X0N0	UniRef90_Q9UPV9-2
Q4ZHR8	UniRef90_A0A2I2V1M8
S4R2X2	UniRef90_S4R2X2
M0R0P1	UniRef90_M0R0P1
F1SCT9	UniRef90_A0A4X1U5S6
Q92793	UniRef90_Q92793
F1M572	UniRef90_F1M572
F1S725	UniRef90_A0A4W2HFZ5
Q8BGR6	UniRef90_Q8BGR6
G3V576	UniRef90_G3V576
F1RWY6	UniRef90_A0A8D0T4E7
M0QZL1	UniRef90_M0QZL1
O14497	UniRef90_O14497
I3LFP3	UniRef90_F1SX60
F8WJ93	UniRef90_Q3UMY5
H0Y9D7	UniRef90_H0Y9D7
Q96QZ7	UniRef90_Q96QZ7
G3UXF4	UniRef90_G3UXF4
Q9Y618	UniRef90_Q9Y618
I3LMC4	UniRef90_A0A5F9D5E1
Q1KMD3	UniRef90_Q1KMD3
F1S3B4	UniRef90_A0A3Q7U203
E7EPT4	UniRef90_G3S3F2
A8MVZ9	UniRef90_A8MVZ9
Q00915	UniRef90_Q00915
Q8QZR5	UniRef90_Q8QZR5
P97710	UniRef90_P97710
P97863	UniRef90_P97863
G3V8B0	UniRef90_G3V8B0
G5E9R0	UniRef90_G5E9R0
I3L4A2	UniRef90_I3L4A2
B2RZ78	UniRef90_B2RZ78
J3KNE3	UniRef90_J3KNE3
A0A480ZQ94	UniRef90_Q5EA62
H3BPQ3	UniRef90_A0A7K7WI93
F1SPZ5	UniRef90_P11505-6
A0A0G2K6X9	UniRef90_A0A0G2K6X9
O19069	UniRef90_O19069
X6RAV4	UniRef90_X6RAV4
A0A5S6GER6	UniRef90_A0A8D1DJL6
F1SFY5	UniRef90_A0A4X1T3H8
Q99N92	UniRef90_Q99N92
Q08499	UniRef90_Q08499
A8MTM1	UniRef90_A8MTM1
A0A087WW88	UniRef90_A0A087WW88
D3ZVR7	UniRef90_D3ZVR7
H0YCD3	UniRef90_H0YCD3
Q8VHI8	UniRef90_Q8VHI8
I3L7S2	UniRef90_I3L7S2
A0A1W2PQL0	UniRef90_M3ZC67
E9PFI5	UniRef90_E9PFI5
F1S390	UniRef90_F1S390
I3LJN5	UniRef90_A0A8D0X7U7
F8VXL2	UniRef90_F8VXL2
H0Y6E1	UniRef90_H0Y6E1
A0A5G2RBG9	UniRef90_A0A4X1VPH9
I3LSD1	UniRef90_F1PBG7
Q12846	UniRef90_Q12846
A0A2R8YEA7	UniRef90_A0A069C7Y3
E9PFF5	UniRef90_E9PFF5
I3LUY9	UniRef90_A0A4X1UR09
C9J830	UniRef90_C9J830
F1SK70	UniRef90_F1SK70
F1RVX6	UniRef90_F1RVX6
F1SGX4	UniRef90_A0A4X1TTK5
Q6NSR8	UniRef90_Q6NSR8
B2RYU0	UniRef90_B2RYU0
P26443	UniRef90_P26443
A0A5G2QSG6	UniRef90_G1P5Z7
I3LJJ4	UniRef90_A0A4X1T2D3
F1S6R7	UniRef90_A0A2I0LK58
A0A2R8YFV6	UniRef90_A0A2R8YFV6
